# Unnamed: 0_level_1,Tanggal Unnamed: 1_level_1,Komoditas Bawang Merah Bawang Putih Bonggol Beras Medium Beras premium Beras SPHP Brokoli Cabe Merah Besar Cabe Merah Keriting Cabe Rawit Merah Daging Ayam Ras Daging Sapi Murni Gula Pasir Konsumsi Jagung Pipilan Kering Kacang Panjang Kedelai Biji Kering (Impor) Minyak Goreng Kemasan Pakcoy Sawi Putih Telur Ayam Ras Tepung Terigu Kemasan Terong Timun Tomat Wortel,Harga (Rp/Kg) Unnamed: 3_level_1
4268,2024-01-29,Daging Ayam Ras,33000
4269,2024-01-29,Telur Ayam Ras,26000
4270,2024-01-29,Daging Sapi Murni,130000
4271,2024-01-29,Bawang Merah,24000
4272,2024-01-29,Cabe Merah Keriting,45000
4273,2024-01-29,Cabe Merah Besar,70000
4274,2024-01-29,Jagung Pipilan Kering,8000
4275,2024-01-29,Kedelai Biji Kering (Impor),11500
4276,2024-01-29,Bawang Putih Kating,38000
4277,2024-01-29,Terigu,10000
4278,2024-01-29,Ubi Jalar,8000
4279,2024-01-29,Bawang Putih Bonggol,33000
4280,2024-01-29,Cabe Rawit Merah,30000
4281,2024-01-29,Beras premium,14500
4282,2024-01-29,Minyak Goreng Curah,14500
4283,2024-01-25,Beras Medium,12200
4284,2024-01-25,Beras Termurah,10800
4285,2024-01-25,Gula Pasir Konsumsi,17000
4286,2024-01-25,Minyak Goreng Kemasan,15000
4287,2024-01-25,Daging Ayam Ras,33000
4288,2024-01-25,Telur Ayam Ras,26000
4289,2024-01-25,Daging Sapi Murni,130000
4290,2024-01-25,Bawang Merah,24000
4291,2024-01-25,Cabe Merah Keriting,60000
4292,2024-01-25,Cabe Merah Besar,70000
4293,2024-01-25,Jagung Pipilan Kering,8000
4294,2024-01-25,Kedelai Biji Kering (Impor),11500
4295,2024-01-25,Bawang Putih Kating,38000
4296,2024-01-25,Terigu,10000
4297,2024-01-25,Ubi Jalar,8000
4298,2024-01-25,Bawang Putih Bonggol,33000
4299,2024-01-25,Cabe Rawit Merah,30000
4300,2024-01-25,Beras premium,14500
4301,2024-01-25,Minyak Goreng Curah,14500
4302,2024-01-22,Beras Medium,12200
4303,2024-01-22,Beras Termurah,10800
4304,2024-01-22,Gula Pasir Konsumsi,17000
4305,2024-01-22,Minyak Goreng Kemasan,15000
4306,2024-01-22,Daging Ayam Ras,33000
4307,2024-01-22,Telur Ayam Ras,26000
4308,2024-01-22,Daging Sapi Murni,130000
4309,2024-01-22,Bawang Merah,24000
4310,2024-01-22,Cabe Merah Keriting,55000
4311,2024-01-22,Cabe Merah Besar,60000
4312,2024-01-22,Jagung Pipilan Kering,8000
4313,2024-01-22,Kedelai Biji Kering (Impor),11500
4314,2024-01-22,Bawang Putih Kating,38000
4315,2024-01-22,Terigu,10000
4316,2024-01-22,Ubi Jalar,8000
4317,2024-01-22,Bawang Putih Bonggol,33000
4318,2024-01-22,Cabe Rawit Merah,30000
4319,2024-01-22,Beras premium,14500
4320,2024-01-22,Minyak Goreng Curah,14500
4321,2024-01-18,Beras Medium,11933
4322,2024-01-18,Beras Termurah,10800
4323,2024-01-18,Gula Pasir Konsumsi,16500
4324,2024-01-18,Minyak Goreng Kemasan,15000
4325,2024-01-18,Daging Ayam Ras,33000
4326,2024-01-18,Telur Ayam Ras,26000
4327,2024-01-18,Daging Sapi Murni,130000
4328,2024-01-18,Bawang Merah,24000
4329,2024-01-18,Cabe Merah Keriting,50000
4330,2024-01-18,Cabe Merah Besar,60000
4331,2024-01-18,Jagung Pipilan Kering,8000
4332,2024-01-18,Kedelai Biji Kering (Impor),11500
4333,2024-01-18,Bawang Putih Kating,38000
4334,2024-01-18,Terigu,10000
4335,2024-01-18,Ubi Jalar,8000
4336,2024-01-18,Bawang Putih Bonggol,33000
4337,2024-01-18,Cabe Rawit Merah,40000
4338,2024-01-18,Beras premium,14000
4339,2024-01-18,Minyak Goreng Curah,14000
4340,2024-01-15,Beras Medium,11933
4341,2024-01-15,Beras Termurah,10800
4342,2024-01-15,Gula Pasir Konsumsi,16000
4343,2024-01-15,Minyak Goreng Kemasan,15000
4344,2024-01-15,Daging Ayam Ras,33000
4345,2024-01-15,Telur Ayam Ras,26000
4346,2024-01-15,Daging Sapi Murni,130000
4347,2024-01-15,Bawang Merah,26000
4348,2024-01-15,Cabe Merah Keriting,50000
4349,2024-01-15,Cabe Merah Besar,60000
4350,2024-01-15,Jagung Pipilan Kering,8000
4351,2024-01-15,Kedelai Biji Kering (Impor),11500
4352,2024-01-15,Bawang Putih Kating,38000
4353,2024-01-15,Terigu,10000
4354,2024-01-15,Ubi Jalar,8000
4355,2024-01-15,Bawang Putih Bonggol,33000
4356,2024-01-15,Cabe Rawit Merah,45000
4357,2024-01-15,Beras premium,14000
4358,2024-01-15,Minyak Goreng Curah,14000
4359,2024-01-11,Beras Medium,11933
4360,2024-01-11,Beras Termurah,10800
4361,2024-01-11,Gula Pasir Konsumsi,16000
4362,2024-01-11,Minyak Goreng Kemasan,15000
4363,2024-01-11,Daging Ayam Ras,33000
4364,2024-01-11,Telur Ayam Ras,26000
4365,2024-01-11,Daging Sapi Murni,130000
4366,2024-01-11,Bawang Merah,28000
4367,2024-01-11,Cabe Merah Keriting,45000
4368,2024-01-11,Cabe Merah Besar,60000
4369,2024-01-11,Jagung Pipilan Kering,8000
4370,2024-01-11,Kedelai Biji Kering (Impor),11500
4371,2024-01-11,Bawang Putih Kating,38000
4372,2024-01-11,Terigu,10000
4373,2024-01-11,Ubi Jalar,8000
4374,2024-01-11,Bawang Putih Bonggol,33000
4375,2024-01-11,Cabe Rawit Merah,45000
4376,2024-01-11,Beras premium,14000
4377,2024-01-11,Minyak Goreng Curah,14000
4378,2024-01-08,Beras Medium,11933
4379,2024-01-08,Beras Termurah,10800
4380,2024-01-08,Gula Pasir Konsumsi,16000
4381,2024-01-08,Minyak Goreng Kemasan,15000
4382,2024-01-08,Daging Ayam Ras,33000
4383,2024-01-08,Telur Ayam Ras,26000
4384,2024-01-08,Daging Sapi Murni,130000
4385,2024-01-08,Bawang Merah,30000
4386,2024-01-08,Cabe Merah Keriting,60000
4387,2024-01-08,Cabe Merah Besar,70000
4388,2024-01-08,Jagung Pipilan Kering,8000
4389,2024-01-08,Kedelai Biji Kering (Impor),11000
4390,2024-01-08,Bawang Putih Kating,38000
4391,2024-01-08,Terigu,10000
4392,2024-01-08,Ubi Jalar,8000
4393,2024-01-08,Bawang Putih Bonggol,33000
4394,2024-01-08,Cabe Rawit Merah,50000
4395,2024-01-08,Beras premium,14000
4396,2024-01-08,Minyak Goreng Curah,14000
4397,2024-01-04,Beras Medium,11933
4398,2024-01-04,Beras Termurah,10800
4399,2024-01-04,Gula Pasir Konsumsi,16000
4400,2024-01-04,Minyak Goreng Kemasan,15000
4401,2024-01-04,Daging Ayam Ras,31000
4402,2024-01-04,Telur Ayam Ras,26000
4403,2024-01-04,Daging Sapi Murni,130000
4404,2024-01-04,Bawang Merah,30000
4405,2024-01-04,Cabe Merah Keriting,50000
4406,2024-01-04,Cabe Merah Besar,70000
4407,2024-01-04,Jagung Pipilan Kering,8000
4408,2024-01-04,Kedelai Biji Kering (Impor),11000
4409,2024-01-04,Bawang Putih Kating,38000
4410,2024-01-04,Terigu,10000
4411,2024-01-04,Ubi Jalar,8000
4412,2024-01-04,Bawang Putih Bonggol,33000
4413,2024-01-04,Cabe Rawit Merah,60000
4414,2024-01-04,Beras premium,14000
4415,2024-01-04,Minyak Goreng Curah,14000
4416,2024-01-02,Beras Medium,11933
4417,2024-01-02,Beras Termurah,10800
4418,2024-01-02,Gula Pasir Konsumsi,16000
4419,2024-01-02,Minyak Goreng Kemasan,15000
4420,2024-01-02,Daging Ayam Ras,31000
4421,2024-01-02,Telur Ayam Ras,26000
4422,2024-01-02,Daging Sapi Murni,130000
4423,2024-01-02,Bawang Merah,30000
4424,2024-01-02,Cabe Merah Keriting,50000
4425,2024-01-02,Cabe Merah Besar,70000
4426,2024-01-02,Jagung Pipilan Kering,8000
4427,2024-01-02,Kedelai Biji Kering (Impor),11000
4428,2024-01-02,Bawang Putih Kating,38000
4429,2024-01-02,Terigu,10000
4430,2024-01-02,Ubi Jalar,8000
4431,2024-01-02,Bawang Putih Bonggol,33000
4432,2024-01-02,Cabe Rawit Merah,60000
4433,2024-01-02,Beras premium,14000
4434,2024-01-02,Minyak Goreng Curah,14000
4435,2023-12-28,Beras Medium,11933
4436,2023-12-28,Beras Termurah,10800
4437,2023-12-28,Gula Pasir Konsumsi,15500
4438,2023-12-28,Minyak Goreng Kemasan,15000
4439,2023-12-28,Daging Ayam Ras,34000
4440,2023-12-28,Telur Ayam Ras,26000
4441,2023-12-28,Daging Sapi Murni,130000
4442,2023-12-28,Bawang Merah,32000
4443,2023-12-28,Cabe Merah Keriting,38000
4444,2023-12-28,Cabe Merah Besar,70000
4445,2023-12-28,Jagung Pipilan Kering,7000
4446,2023-12-28,Kedelai Biji Kering (Impor),11000
4447,2023-12-28,Bawang Putih Kating,38000
4448,2023-12-28,Terigu,10000
4449,2023-12-28,Ubi Jalar,5000
4450,2023-12-28,Bawang Putih Bonggol,33000
4451,2023-12-28,Cabe Rawit Merah,65000
4452,2023-12-28,Beras premium,14000
4453,2023-12-28,Minyak Goreng Curah,14000
4454,2023-12-26,Beras Medium,11933
4455,2023-12-26,Beras Termurah,10800
4456,2023-12-26,Gula Pasir Konsumsi,15500
4457,2023-12-26,Minyak Goreng Kemasan,15000
4458,2023-12-26,Daging Ayam Ras,34000
4459,2023-12-26,Telur Ayam Ras,26000
4460,2023-12-26,Daging Sapi Murni,130000
4461,2023-12-26,Bawang Merah,28000
4462,2023-12-26,Cabe Merah Keriting,50000
4463,2023-12-26,Cabe Merah Besar,70000
4464,2023-12-26,Jagung Pipilan Kering,7000
4465,2023-12-26,Kedelai Biji Kering (Impor),11000
4466,2023-12-26,Bawang Putih Kating,38000
4467,2023-12-26,Terigu,10000
4468,2023-12-26,Ubi Jalar,5000
4469,2023-12-26,Bawang Putih Bonggol,33000
4470,2023-12-26,Cabe Rawit Merah,65000
4471,2023-12-26,Beras premium,14000
4472,2023-12-26,Minyak Goreng Curah,14000
4473,2023-12-14,Beras Medium,11933
4474,2023-12-14,Beras Termurah,10800
4475,2023-12-14,Gula Pasir Konsumsi,16500
4476,2023-12-14,Minyak Goreng Kemasan,15000
4477,2023-12-14,Daging Ayam Ras,33000
4478,2023-12-14,Telur Ayam Ras,26000
4479,2023-12-14,Daging Sapi Murni,130000
4480,2023-12-14,Bawang Merah,25000
4481,2023-12-14,Cabe Merah Keriting,70000
4482,2023-12-14,Cabe Merah Besar,80000
4483,2023-12-14,Jagung Pipilan Kering,7000
4484,2023-12-14,Kedelai Biji Kering (Impor),12500
4485,2023-12-14,Bawang Putih Kating,35000
4486,2023-12-14,Terigu,10000
4487,2023-12-14,Ubi Jalar,5000
4488,2023-12-14,Bawang Putih Bonggol,32000
4489,2023-12-14,Cabe Rawit Merah,75000
4490,2023-12-14,Beras premium,14000
4491,2023-12-14,Minyak Goreng Curah,14000
4492,2023-12-11,Beras Medium,11933
4493,2023-12-11,Beras Termurah,10800
4494,2023-12-11,Gula Pasir Konsumsi,17000
4495,2023-12-11,Minyak Goreng Kemasan,15000
4496,2023-12-11,Daging Ayam Ras,33000
4497,2023-12-11,Telur Ayam Ras,26000
4498,2023-12-11,Daging Sapi Murni,130000
4499,2023-12-11,Bawang Merah,23000
4500,2023-12-11,Cabe Merah Keriting,75000
4501,2023-12-11,Cabe Merah Besar,80000
4502,2023-12-11,Jagung Pipilan Kering,7000
4503,2023-12-11,Kedelai Biji Kering (Impor),12500
4504,2023-12-11,Bawang Putih Kating,35000
4505,2023-12-11,Terigu,10000
4506,2023-12-11,Ubi Jalar,5000
4507,2023-12-11,Bawang Putih Bonggol,30000
4508,2023-12-11,Cabe Rawit Merah,85000
4509,2023-12-11,Beras premium,14000
4510,2023-12-11,Minyak Goreng Curah,14000
4511,2023-12-07,Beras Medium,11933
4512,2023-12-07,Beras Termurah,10800
4513,2023-12-07,Gula Pasir Konsumsi,17000
4514,2023-12-07,Minyak Goreng Kemasan,15000
4515,2023-12-07,Daging Ayam Ras,32000
4516,2023-12-07,Telur Ayam Ras,27000
4517,2023-12-07,Daging Sapi Murni,130000
4518,2023-12-07,Bawang Merah,21000
4519,2023-12-07,Cabe Merah Keriting,70000
4520,2023-12-07,Cabe Merah Besar,80000
4521,2023-12-07,Jagung Pipilan Kering,7000
4522,2023-12-07,Kedelai Biji Kering (Impor),12500
4523,2023-12-07,Bawang Putih Kating,33000
4524,2023-12-07,Terigu,10000
4525,2023-12-07,Ubi Jalar,5000
4526,2023-12-07,Bawang Putih Bonggol,28000
4527,2023-12-07,Cabe Rawit Merah,85000
4528,2023-12-07,Beras premium,14000
4529,2023-12-07,Minyak Goreng Curah,14000
4530,2023-12-04,Beras Medium,11933
4531,2023-12-04,Beras Termurah,10800
4532,2023-12-04,Gula Pasir Konsumsi,17000
4533,2023-12-04,Minyak Goreng Kemasan,15000
4534,2023-12-04,Daging Ayam Ras,32000
4535,2023-12-04,Telur Ayam Ras,27000
4536,2023-12-04,Daging Sapi Murni,130000
4537,2023-12-04,Bawang Merah,21000
4538,2023-12-04,Cabe Merah Keriting,70000
4539,2023-12-04,Cabe Merah Besar,80000
4540,2023-12-04,Jagung Pipilan Kering,7000
4541,2023-12-04,Kedelai Biji Kering (Impor),12500
4542,2023-12-04,Bawang Putih Kating,33000
4543,2023-12-04,Terigu,10000
4544,2023-12-04,Ubi Jalar,5000
4545,2023-12-04,Bawang Putih Bonggol,28000
4546,2023-12-04,Cabe Rawit Merah,80000
4547,2023-12-04,Beras premium,14000
4548,2023-12-04,Minyak Goreng Curah,14000
4549,2023-11-30,Beras Medium,11933
4550,2023-11-30,Beras Termurah,10800
4551,2023-11-30,Gula Pasir Konsumsi,17000
4552,2023-11-30,Minyak Goreng Kemasan,15000
4553,2023-11-30,Daging Ayam Ras,32000
4554,2023-11-30,Telur Ayam Ras,27000
4555,2023-11-30,Daging Sapi Murni,130000
4556,2023-11-30,Bawang Merah,21000
4557,2023-11-30,Cabe Merah Keriting,65000
4558,2023-11-30,Cabe Merah Besar,65000
4559,2023-11-30,Jagung Pipilan Kering,7000
4560,2023-11-30,Kedelai Biji Kering (Impor),12500
4561,2023-11-30,Bawang Putih Kating,33000
4562,2023-11-30,Terigu,10000
4563,2023-11-30,Ubi Jalar,5000
4564,2023-11-30,Bawang Putih Bonggol,28000
4565,2023-11-30,Cabe Rawit Merah,85000
4566,2023-11-30,Beras premium,14000
4567,2023-11-30,Minyak Goreng Curah,14000
4568,2023-11-27,Beras Medium,11933
4569,2023-11-27,Beras Termurah,10800
4570,2023-11-27,Gula Pasir Konsumsi,17000
4571,2023-11-27,Minyak Goreng Kemasan,15000
4572,2023-11-27,Daging Ayam Ras,34000
4573,2023-11-27,Telur Ayam Ras,27000
4574,2023-11-27,Daging Sapi Murni,130000
4575,2023-11-27,Bawang Merah,21000
4576,2023-11-27,Cabe Merah Keriting,60000
4577,2023-11-27,Cabe Merah Besar,60000
4578,2023-11-27,Jagung Pipilan Kering,7000
4579,2023-11-27,Kedelai Biji Kering (Impor),12500
4580,2023-11-27,Bawang Putih Kating,33000
4581,2023-11-27,Terigu,10000
4582,2023-11-27,Ubi Jalar,5000
4583,2023-11-27,Bawang Putih Bonggol,28000
4584,2023-11-27,Cabe Rawit Merah,80000
4585,2023-11-27,Beras premium,14000
4586,2023-11-27,Minyak Goreng Curah,13500
4587,2023-11-13,Beras Medium,11933
4588,2023-11-13,Beras Termurah,10800
4589,2023-11-13,Gula Pasir Konsumsi,17000
4590,2023-11-13,Minyak Goreng Kemasan,15000
4591,2023-11-13,Daging Ayam Ras,35000
4592,2023-11-13,Telur Ayam Ras,28000
4593,2023-11-13,Daging Sapi Murni,130000
4594,2023-11-13,Bawang Merah,22000
4595,2023-11-13,Cabe Merah Keriting,65000
4596,2023-11-13,Cabe Merah Besar,50000
4597,2023-11-13,Jagung Pipilan Kering,7000
4598,2023-11-13,Kedelai Biji Kering (Impor),11500
4599,2023-11-13,Bawang Putih Kating,33000
4600,2023-11-13,Terigu,10000
4601,2023-11-13,Ubi Jalar,5000
4602,2023-11-13,Bawang Putih Bonggol,28000
4603,2023-11-13,Cabe Rawit Merah,65000
4604,2023-11-13,Beras premium,14000
4605,2023-11-13,Minyak Goreng Curah,13000
4606,2023-11-10,Beras Medium,11933
4607,2023-11-10,Beras Termurah,10800
4608,2023-11-10,Gula Pasir Konsumsi,16000
4609,2023-11-10,Minyak Goreng Kemasan,15000
4610,2023-11-10,Daging Ayam Ras,34000
4611,2023-11-10,Telur Ayam Ras,27000
4612,2023-11-10,Daging Sapi Murni,130000
4613,2023-11-10,Bawang Merah,18000
4614,2023-11-10,Cabe Merah Keriting,60000
4615,2023-11-10,Cabe Merah Besar,40000
4616,2023-11-10,Jagung Pipilan Kering,7000
4617,2023-11-10,Kedelai Biji Kering (Impor),11500
4618,2023-11-10,Bawang Putih Kating,35000
4619,2023-11-10,Terigu,10000
4620,2023-11-10,Ubi Jalar,5000
4621,2023-11-10,Bawang Putih Bonggol,33000
4622,2023-11-10,Cabe Rawit Merah,70000
4623,2023-11-10,Beras premium,14000
4624,2023-11-10,Minyak Goreng Curah,13000
4625,2023-11-06,Beras Medium,11933
4626,2023-11-06,Beras Termurah,10800
4627,2023-11-06,Gula Pasir Konsumsi,16000
4628,2023-11-06,Minyak Goreng Kemasan,15000
4629,2023-11-06,Daging Ayam Ras,35000
4630,2023-11-06,Telur Ayam Ras,27000
4631,2023-11-06,Daging Sapi Murni,130000
4632,2023-11-06,Bawang Merah,18000
4633,2023-11-06,Cabe Merah Keriting,60000
4634,2023-11-06,Cabe Merah Besar,40000
4635,2023-11-06,Jagung Pipilan Kering,7000
4636,2023-11-06,Kedelai Biji Kering (Impor),11500
4637,2023-11-06,Bawang Putih Kating,35000
4638,2023-11-06,Terigu,10000
4639,2023-11-06,Ubi Jalar,5000
4640,2023-11-06,Bawang Putih Bonggol,33000
4641,2023-11-06,Cabe Rawit Merah,70000
4642,2023-11-06,Beras premium,14000
4643,2023-11-06,Minyak Goreng Curah,13000
4644,2023-10-30,Beras Medium,11933
4645,2023-10-30,Beras Termurah,10800
4646,2023-10-30,Gula Pasir Konsumsi,16000
4647,2023-10-30,Minyak Goreng Kemasan,15000
4648,2023-10-30,Daging Ayam Ras,35000
4649,2023-10-30,Telur Ayam Ras,25000
4650,2023-10-30,Daging Sapi Murni,130000
4651,2023-10-30,Bawang Merah,16000
4652,2023-10-30,Cabe Merah Keriting,35000
4653,2023-10-30,Cabe Merah Besar,35000
4654,2023-10-30,Jagung Pipilan Kering,7000
4655,2023-10-30,Kedelai Biji Kering (Impor),11500
4656,2023-10-30,Bawang Putih Kating,35000
4657,2023-10-30,Terigu,10000
4658,2023-10-30,Ubi Jalar,5000
4659,2023-10-30,Bawang Putih Bonggol,33000
4660,2023-10-30,Cabe Rawit Merah,65000
4661,2023-10-30,Beras premium,14000
4662,2023-10-30,Minyak Goreng Curah,13000
4663,2023-10-26,Beras Medium,11933
4664,2023-10-26,Beras Termurah,10800
4665,2023-10-26,Gula Pasir Konsumsi,16000
4666,2023-10-26,Minyak Goreng Kemasan,15000
4667,2023-10-26,Daging Ayam Ras,35000
4668,2023-10-26,Telur Ayam Ras,25000
4669,2023-10-26,Daging Sapi Murni,130000
4670,2023-10-26,Bawang Merah,15000
4671,2023-10-26,Cabe Merah Keriting,35000
4672,2023-10-26,Cabe Merah Besar,35000
4673,2023-10-26,Jagung Pipilan Kering,7000
4674,2023-10-26,Kedelai Biji Kering (Impor),11500
4675,2023-10-26,Bawang Putih Kating,35000
4676,2023-10-26,Terigu,10000
4677,2023-10-26,Ubi Jalar,5000
4678,2023-10-26,Bawang Putih Bonggol,33000
4679,2023-10-26,Cabe Rawit Merah,55000
4680,2023-10-26,Beras premium,14000
4681,2023-10-26,Minyak Goreng Curah,13000
4682,2023-10-16,Beras Medium,11933
4683,2023-10-16,Beras Termurah,10800
4684,2023-10-16,Gula Pasir Konsumsi,15000
4685,2023-10-16,Minyak Goreng Kemasan,15000
4686,2023-10-16,Daging Ayam Ras,35000
4687,2023-10-16,Telur Ayam Ras,25000
4688,2023-10-16,Daging Sapi Murni,130000
4689,2023-10-16,Bawang Merah,15000
4690,2023-10-16,Cabe Merah Keriting,32000
4691,2023-10-16,Cabe Merah Besar,38000
4692,2023-10-16,Jagung Pipilan Kering,7000
4693,2023-10-16,Kedelai Biji Kering (Impor),10500
4694,2023-10-16,Bawang Putih Kating,35000
4695,2023-10-16,Terigu,10000
4696,2023-10-16,Ubi Jalar,5000
4697,2023-10-16,Bawang Putih Bonggol,33000
4698,2023-10-16,Cabe Rawit Merah,37000
4699,2023-10-16,Beras premium,14000
4700,2023-10-16,Minyak Goreng Curah,13000
4701,2023-10-09,Beras Medium,13000
4702,2023-10-09,Beras Termurah,10800
4703,2023-10-09,Gula Pasir Konsumsi,15000
4704,2023-10-09,Minyak Goreng Kemasan,14000
4705,2023-10-09,Daging Ayam Ras,35000
4706,2023-10-09,Telur Ayam Ras,25000
4707,2023-10-09,Daging Sapi Murni,130000
4708,2023-10-09,Bawang Merah,16000
4709,2023-10-09,Cabe Merah Keriting,30000
4710,2023-10-09,Cabe Merah Besar,45000
4711,2023-10-09,Jagung Pipilan Kering,7000
4712,2023-10-09,Kedelai Biji Kering (Impor),10500
4713,2023-10-09,Bawang Putih Kating,35000
4714,2023-10-09,Terigu,10000
4715,2023-10-09,Ubi Jalar,5000
4716,2023-10-09,Bawang Putih Bonggol,33000
4717,2023-10-09,Cabe Rawit Merah,40000
4718,2023-10-09,Beras premium,14000
4719,2023-10-09,Minyak Goreng Curah,13000
4720,2023-10-05,Beras Medium,13000
4721,2023-10-05,Beras Termurah,10800
4722,2023-10-05,Gula Pasir Konsumsi,15000
4723,2023-10-05,Minyak Goreng Kemasan,14000
4724,2023-10-05,Daging Ayam Ras,34000
4725,2023-10-05,Telur Ayam Ras,25000
4726,2023-10-05,Daging Sapi Murni,130000
4727,2023-10-05,Bawang Merah,16000
4728,2023-10-05,Cabe Merah Keriting,35000
4729,2023-10-05,Cabe Merah Besar,45000
4730,2023-10-05,Jagung Pipilan Kering,7000
4731,2023-10-05,Kedelai Biji Kering (Impor),10500
4732,2023-10-05,Bawang Putih Kating,35000
4733,2023-10-05,Terigu,10000
4734,2023-10-05,Ubi Jalar,5000
4735,2023-10-05,Bawang Putih Bonggol,33000
4736,2023-10-05,Cabe Rawit Merah,35000
4737,2023-10-05,Beras premium,14000
4738,2023-10-05,Minyak Goreng Curah,13000
4739,2023-10-02,Beras Medium,13000
4740,2023-10-02,Beras Termurah,10800
4741,2023-10-02,Gula Pasir Konsumsi,15000
4742,2023-10-02,Minyak Goreng Kemasan,14000
4743,2023-10-02,Daging Ayam Ras,34000
4744,2023-10-02,Telur Ayam Ras,25000
4745,2023-10-02,Daging Sapi Murni,130000
4746,2023-10-02,Bawang Merah,15000
4747,2023-10-02,Cabe Merah Keriting,35000
4748,2023-10-02,Cabe Merah Besar,45000
4749,2023-10-02,Jagung Pipilan Kering,7000
4750,2023-10-02,Kedelai Biji Kering (Impor),10500
4751,2023-10-02,Bawang Putih Kating,35000
4752,2023-10-02,Terigu,10000
4753,2023-10-02,Ubi Jalar,5000
4754,2023-10-02,Bawang Putih Bonggol,33000
4755,2023-10-02,Cabe Rawit Merah,35000
4756,2023-10-02,Beras premium,14000
4757,2023-10-02,Minyak Goreng Curah,13000
4758,2023-09-29,Beras Medium,13000
4759,2023-09-29,Beras Termurah,10800
4760,2023-09-29,Gula Pasir Konsumsi,15000
4761,2023-09-29,Minyak Goreng Kemasan,14000
4762,2023-09-29,Daging Ayam Ras,34000
4763,2023-09-29,Telur Ayam Ras,24000
4764,2023-09-29,Daging Sapi Murni,130000
4765,2023-09-29,Bawang Merah,15000
4766,2023-09-29,Cabe Merah Keriting,30000
4767,2023-09-29,Cabe Merah Besar,35000
4768,2023-09-29,Jagung Pipilan Kering,7000
4769,2023-09-29,Kedelai Biji Kering (Impor),10500
4770,2023-09-29,Bawang Putih Kating,35000
4771,2023-09-29,Terigu,10000
4772,2023-09-29,Ubi Jalar,5000
4773,2023-09-29,Bawang Putih Bonggol,33000
4774,2023-09-29,Cabe Rawit Merah,25000
4775,2023-09-29,Beras premium,14000
4776,2023-09-29,Minyak Goreng Curah,13000
4777,2023-09-25,Beras Medium,13000
4778,2023-09-25,Beras Termurah,10800
4779,2023-09-25,Gula Pasir Konsumsi,15000
4780,2023-09-25,Minyak Goreng Kemasan,14000
4781,2023-09-25,Daging Ayam Ras,34000
4782,2023-09-25,Telur Ayam Ras,25000
4783,2023-09-25,Daging Sapi Murni,130000
4784,2023-09-25,Bawang Merah,15000
4785,2023-09-25,Cabe Merah Keriting,28000
4786,2023-09-25,Cabe Merah Besar,35000
4787,2023-09-25,Jagung Pipilan Kering,7000
4788,2023-09-25,Kedelai Biji Kering (Impor),10500
4789,2023-09-25,Bawang Putih Kating,35000
4790,2023-09-25,Terigu,10000
4791,2023-09-25,Ubi Jalar,5000
4792,2023-09-25,Bawang Putih Bonggol,33000
4793,2023-09-25,Cabe Rawit Merah,25000
4794,2023-09-25,Beras premium,14000
4795,2023-09-25,Minyak Goreng Curah,13000
4796,2023-09-21,Beras Medium,12500
4797,2023-09-21,Beras Termurah,10800
4798,2023-09-21,Gula Pasir Konsumsi,15000
4799,2023-09-21,Minyak Goreng Kemasan,14000
4800,2023-09-21,Daging Ayam Ras,34000
4801,2023-09-21,Telur Ayam Ras,26000
4802,2023-09-21,Daging Sapi Murni,130000
4803,2023-09-21,Bawang Merah,15000
4804,2023-09-21,Cabe Merah Keriting,23000
4805,2023-09-21,Cabe Merah Besar,35000
4806,2023-09-21,Jagung Pipilan Kering,7000
4807,2023-09-21,Kedelai Biji Kering (Impor),10500
4808,2023-09-21,Bawang Putih Kating,35000
4809,2023-09-21,Terigu,10000
4810,2023-09-21,Ubi Jalar,5000
4811,2023-09-21,Bawang Putih Bonggol,33000
4812,2023-09-21,Cabe Rawit Merah,23000
4813,2023-09-21,Beras premium,13000
4814,2023-09-21,Minyak Goreng Curah,13000
4815,2023-09-18,Beras Medium,12500
4816,2023-09-18,Beras Termurah,10800
4817,2023-09-18,Gula Pasir Konsumsi,15000
4818,2023-09-18,Minyak Goreng Kemasan,14000
4819,2023-09-18,Daging Ayam Ras,34000
4820,2023-09-18,Telur Ayam Ras,26000
4821,2023-09-18,Daging Sapi Murni,130000
4822,2023-09-18,Bawang Merah,15000
4823,2023-09-18,Cabe Merah Keriting,22000
4824,2023-09-18,Cabe Merah Besar,30000
4825,2023-09-18,Jagung Pipilan Kering,7000
4826,2023-09-18,Kedelai Biji Kering (Impor),10500
4827,2023-09-18,Bawang Putih Kating,35000
4828,2023-09-18,Terigu,10000
4829,2023-09-18,Ubi Jalar,5000
4830,2023-09-18,Bawang Putih Bonggol,33000
4831,2023-09-18,Cabe Rawit Merah,20000
4832,2023-09-18,Beras premium,13000
4833,2023-09-18,Minyak Goreng Curah,13000
4834,2023-09-14,Beras Medium,12500
4835,2023-09-14,Beras Termurah,10800
4836,2023-09-14,Gula Pasir Konsumsi,14000
4837,2023-09-14,Minyak Goreng Kemasan,14000
